"","bloom_period","fall_conspicuous","flower_conspicuous","fruit_period","id","link_st","name","native_status","palatable_human","sc_name_corr","scientific_name","th_height","th_src","th_width","title_st","wildlife_value","corrected","link_eol","title_eol"
184,"spring, summer, fall",0.0,1.0,"",19238.0,"https://selectree.calpoly.edu/tree-detail/jacaranda-mimosifolia","Jacaranda mimosifolia","False",0.0,"Jacaranda mimosifolia","Jacaranda mimosifolia","","","","Jacaranda mimosifolia",0.0,"Jacaranda mimosifolia D. Don","http://eol.org/pages/580335/overview","Jacaranda - Jacaranda mimosifolia D. Don - Overview ..."
185,"",1.0,0.0,"fall",19349.0,"https://selectree.calpoly.edu/tree-detail/juglans-californica","Juglans californica","True",1.0,"Juglans californica","Juglans californica","","","","Juglans californica",1.0,"Juglans californica","http://eol.org/pages/594155/overview","Southern California Walnut - Juglans californica - Overview ..."
186,"",1.0,0.0,"fall",19351.0,"https://selectree.calpoly.edu/tree-detail/juglans-hindsii","Juglans hindsii","True",1.0,"Juglans hindsii","Juglans hindsii","","","","Juglans hindsii",1.0,"Juglans hindsii","http://eol.org/pages/595007/overview","Northern California Walnut - Juglans hindsii - Overview ..."
187,"",0.0,0.0,"",19518.0,"https://selectree.calpoly.edu/tree-detail/juniperus-chinensis","Juniperus chinensis","False",0.0,"Juniperus chinensis","Juniperus chinensis","","","","Juniperus chinensis",1.0,"","",""
188,"summer, fall",1.0,1.0,"",19698.0,"https://selectree.calpoly.edu/tree-detail/koelreuteria-bipinnata","Koelreuteria bipinnata","False",0.0,"Koelreuteria bipinnata","Koelreuteria bipinnata","","","","Koelreuteria bipinnata",0.0,"Koelreuteria bipinnata","http://eol.org/pages/483646/overview","Goldenrain Tree - Koelreuteria bipinnata - Overview - Encyclopedia ..."
189,"summer",1.0,1.0,"",19700.0,"https://selectree.calpoly.edu/tree-detail/koelreuteria-paniculata","Koelreuteria paniculata","False",0.0,"Koelreuteria paniculata","Koelreuteria paniculata","","","","Koelreuteria paniculata",0.0,"Koelreuteria paniculata","http://eol.org/pages/487245/overview","Golden Rain Tree - Koelreuteria paniculata - Overview ..."
190,"summer",1.0,1.0,"",19863.0,"https://selectree.calpoly.edu/tree-detail/lagunaria-patersonii","Lagunaria patersonii","False",0.0,"Lagunaria patersonii","Lagunaria patersonii",201.0,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgK3VZD5meEYonVt_IuwNzwDSSkutOW9g9NHlvHv8gU3VbXJ1Lda0OQOKy",250.0,"PRIMROSE TREE Lagunaria patersonii",0.0,"Lagunaria patersonii","http://eol.org/pages/586694/overview","Pyramid Tree - Lagunaria patersonii - Overview - Encyclopedia of Life"
191,"spring",0.0,1.0,"",20057.0,"https://selectree.calpoly.edu/tree-detail/laurus-nobilis","Laurus nobilis","False",0.0,"Laurus nobilis","Laurus nobilis","","","","SWEET BAY Laurus nobilis",1.0,"Laurus nobilis","http://eol.org/pages/486835/overview","Bay Laurel - Laurus nobilis - Overview - Encyclopedia of Life"
192,"spring",0.0,1.0,"",20837.0,"https://selectree.calpoly.edu/tree-detail/leptospermum-laevigatum","Leptospermum laevigatum","False",0.0,"Leptospermum laevigatum","Leptospermum laevigatum","","","","Leptospermum laevigatum",1.0,"Leptospermum laevigatum","http://eol.org/pages/2508619/overview","Australian Teatree - Leptospermum laevigatum - Overview ..."
193,"summer",0.0,1.0,"",20843.0,"https://selectree.calpoly.edu/tree-detail/leptospermum-petersonii","Leptospermum petersonii","False",0.0,"Leptospermum petersonii","Leptospermum petersonii","","","","Leptospermum petersonii",1.0,"","",""
194,"spring, summer",0.0,1.0,"",21250.0,"https://selectree.calpoly.edu/tree-detail/ligustrum-lucidum","Ligustrum lucidum","False",0.0,"Ligustrum lucidum","Ligustrum lucidum","","","","Ligustrum lucidum",1.0,"Ligustrum lucidum","http://eol.org/pages/487035/overview","Chinese Privet - Ligustrum lucidum - Overview - Encyclopedia of Life"
195,"",1.0,0.0,"",21507.0,"","Liquidambar orientalis","False",0.0,"Liquidambar orientalis","Liquidambar orientalis","","","","",1.0,"","",""
196,"spring, summer",1.0,1.0,"",21511.0,"https://selectree.calpoly.edu/tree-detail/liriodendron-tulipifera","Liriodendron tulipifera","False",0.0,"Liriodendron tulipifera","Liriodendron tulipifera","","","","Liriodendron tulipifera",1.0,"Liriodendron tulipifera","http://eol.org/pages/1155834/overview","Tulip Poplar - Liriodendron tulipifera - Overview - Encyclopedia of Life"
197,"spring, summer",0.0,1.0,"",21534.0,"https://selectree.calpoly.edu/tree-detail/notholithocarpus-densiflorus","Lithocarpus densiflorus","True",0.0,"Lithocarpus densiflorus","Lithocarpus densiflorus","","","","Notholithocarpus densiflorus",1.0,"Notholithocarpus densiflorus","http://eol.org/pages/1156250/overview","Tanoak - Notholithocarpus densiflorus - Overview - Encyclopedia of ..."
198,"spring",0.0,1.0,"",21906.0,"https://selectree.calpoly.edu/tree-detail/lophostemon-confertus","Lophostemon confertus","False",0.0,"Lophostemon confertus","Lophostemon confertus","","","","BRISBANE BOX Lophostemon confertus",0.0,"Lophostemon confertus","http://eol.org/pages/2508670/overview","Brisbane Box - Lophostemon confertus - Overview - Encyclopedia of ..."
199,"",0.0,0.0,"",22414.0,"https://selectree.calpoly.edu/tree-detail/lyonothamnus-floribundus-asplenifolius","","False",0.0,"Lyonothamnus floribundus","Lyonothamnus floribundus","","","","Lyonothamnus floribundus subsp. asplenifolius",0.0,"","",""
200,"",0.0,0.0,"",23017.0,"http://selectree.calpoly.edu/tree-detail/maytenus-boaria","Maytenus boaria","False",0.0,"Maytenus boaria","Maytenus boaria","","","","MAYTEN TREE Maytenus boaria",1.0,"Maytenus cordata","http://eol.org/pages/6940228/overview","Maytenus cordata - Overview - Encyclopedia of Life"
201,"spring",0.0,1.0,"",23125.0,"https://selectree.calpoly.edu/tree-detail/melaleuca-ericifolia","Melaleuca ericifolia","False",0.0,"Melaleuca ericifolia","Melaleuca ericifolia","","","","Melaleuca ericifolia",1.0,"","",""
202,"summer",0.0,1.0,"",23132.0,"https://selectree.calpoly.edu/tree-detail/melaleuca-linariifolia","Melaleuca linariifolia","False",0.0,"Melaleuca linariifolia","Melaleuca linariifolia","","","","Melaleuca linariifolia",1.0,"Melaleuca alternifolia","http://eol.org/pages/2944002/overview","Tea Tree - Melaleuca alternifolia - Overview - Encyclopedia of Life"
203,"spring, summer, fall, winter",0.0,1.0,"",23136.0,"https://selectree.calpoly.edu/tree-detail/melaleuca-nesophila","Melaleuca nesophila","False",0.0,"Melaleuca nesophila","Melaleuca nesophila","","","","Melaleuca nesophila",1.0,"Melaleuca aff. nesophila Crayn 13","http://eol.org/pages/39960292/overview","Melaleuca aff. nesophila Crayn 13 - Overview - Encyclopedia of Life"
204,"summer, fall",1.0,1.0,"",23143.0,"https://selectree.calpoly.edu/tree-detail/melaleuca-quinquenervia","Melaleuca quinquenervia","False",0.0,"Melaleuca quinquenervia","Melaleuca quinquenervia","","","","Melaleuca quinquenervia",1.0,"Melaleuca quinquenervia","http://eol.org/pages/2508582/overview","Paperbark - Melaleuca quinquenervia - Overview - Encyclopedia of ..."
205,"summer, fall",0.0,1.0,"",23148.0,"https://selectree.calpoly.edu/tree-detail/melaleuca-styphelioides","Melaleuca styphelliodes","False",0.0,"Melaleuca styphelioides","Melaleuca styphelioides","","","","Melaleuca styphelioides",1.0,"","",""
206,"spring, winter",0.0,1.0,"",23565.0,"https://selectree.calpoly.edu/tree-detail/magnolia-champaca","","False",0.0,"Michelia champaca","Michelia champaca","","","","Magnolia champaca",0.0,"Magnolia champaca","http://eol.org/pages/1155025/overview","Champak Tree - Magnolia champaca - Overview - Encyclopedia of Life"
207,"",0.0,0.0,"",24080.0,"https://selectree.calpoly.edu/tree-detail/morella-californica","","True",0.0,"Morella californica","Morella californica","","","","Morella californica",1.0,"Morella cerifera","http://eol.org/pages/482019/overview","Southern Bayberry - Morella cerifera - Overview - Encyclopedia of Life"
208,"spring, summer, fall",0.0,1.0,"",24742.0,"https://selectree.calpoly.edu/tree-detail/nerium-oleander","Nerium oleander","False",0.0,"Nerium oleander","Nerium oleander","","","","Nerium oleander",0.0,"Nerium oleander","http://eol.org/pages/43614335/overview","Nerium oleander little leaf phytoplasma - Overview - Encyclopedia of ..."
209,"",1.0,0.0,"",24967.0,"https://selectree.calpoly.edu/tree-detail/nyssa-sylvatica","Nyssa sylvatica","False",0.0,"Nyssa sylvatica","Nyssa sylvatica",185.0,"https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRtzVivqgoRx3AX7LmUZgjubHRXvR-GGKMcHr2tET2U7GL-9pUBcgVvzDHw",273.0,"SOUR GUM Nyssa sylvatica",1.0,"Nyssa sylvatica","http://eol.org/pages/585634/overview","Black Tupelo - Nyssa sylvatica - Overview - Encyclopedia of Life"
210,"",0.0,0.0,"",27055.0,"https://selectree.calpoly.edu/tree-detail/persea-borbonia","Persea borbonia","False",0.0,"Persea borbonia","Persea borbonia","","","","REDBAY Persea borbonia",1.0,"Persea borbonia","http://eol.org/pages/596915/overview","Red Bay - Persea borbonia - Overview - Encyclopedia of Life"
211,"",0.0,0.0,"",27688.0,"https://selectree.calpoly.edu/tree-detail/phoenix-canariensis","Phoenix canariensis","False",0.0,"Phoenix canariensis","Phoenix canariensis",203.0,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxS3W5K9Y8XVAokJBE0cbM5lJLtHwQ8J0uxC3T5-XWGz76o38ER0Bo-_M",249.0,"Phoenix canariensis",1.0,"Phoenix canariensis","http://eol.org/pages/1135089/overview","Canary Island Date Palm - Phoenix canariensis - Overview ..."
212,"",0.0,0.0,"fall",27689.0,"https://selectree.calpoly.edu/tree-detail/phoenix-dactylifera","Phoenix dactylifera","False",1.0,"Phoenix dactylifera","Phoenix dactylifera","","","","Phoenix dactylifera",1.0,"Phoenix dactylifera","http://eol.org/pages/1135088/overview","Date Palm - Phoenix dactylifera - Overview - Encyclopedia of Life"
213,"",0.0,0.0,"",27692.0,"https://selectree.calpoly.edu/tree-detail/phoenix-roebelenii","Phoenix roebelenii","False",0.0,"Phoenix roebelenii","Phoenix roebelenii","","","","Phoenix roebelenii",0.0,"","",""
214,"spring ",0.0,1.0,"",27731.0,"https://selectree.calpoly.edu/tree-detail/photinia-%C3%97-fraseri","Photinia fraseri","False",0.0,"Photinia fraseri","Photinia xfraseri","","","","FRASER PHOTINIA Photinia × fraseri",0.0,"","",""
215,"",0.0,0.0,"",28138.0,"https://selectree.calpoly.edu/tree-detail/pinus-brutia","","False",0.0,"Pinus brutia","Pinus brutia","","","","Pinus brutia",1.0,"Pinus brutia","http://eol.org/pages/1061743/overview","Calabrian Pine - Pinus brutia - Overview - Encyclopedia of Life"
216,"",0.0,0.0,"",28140.0,"https://selectree.calpoly.edu/tree-detail/pinus-canariensis","Pinus canariensis","False",0.0,"Pinus canariensis","Pinus canariensis",210.0,"https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSP-3Z9qhBhzBgc2dLrqppcEHpbB5qYtpaHgQCmz6hSN2qXx49Lwg_7wSGU",240.0,"CANARY ISLAND PINE Pinus canariensis",1.0,"","",""
217,"",0.0,0.0,"",28172.0,"https://selectree.calpoly.edu/tree-detail/pinus-muricata","Pinus muricata","True",0.0,"Pinus muricata","Pinus muricata","","","","Pinus muricata",1.0,"Pinus muricata D. Don","http://eol.org/pages/991103/overview","Bishop Pine - Pinus muricata D. Don - Overview - Encyclopedia of Life"
218,"",0.0,0.0,"",28180.0,"https://selectree.calpoly.edu/tree-detail/pinus-pinaster","Pinus pinaster","False",0.0,"Pinus pinaster","Pinus pinaster",194.0,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT4qw-Gn1cwyTOoCz_8JMbhuXyMiT6wtnCcSQKGiv78Bd5H5kxEalgyxS5x",259.0,"Pinus pinaster",1.0,"Pinus pinaster","http://eol.org/pages/1061780/overview","Maritime Pine - Pinus pinaster - Overview - Encyclopedia of Life"
219,"",0.0,0.0,"",28181.0,"https://selectree.calpoly.edu/tree-detail/pinus-pinea","Pinus pinea","False",0.0,"Pinus pinea","Pinus pinea","","","","Pinus pinea",1.0,"Pinus pinea","http://eol.org/pages/999491/overview","Stone Pine - Pinus pinea - Overview - Encyclopedia of Life"
220,"",0.0,0.0,"",28186.0,"https://selectree.calpoly.edu/tree-detail/Pinus-radiata","Pinus radiata","True",0.0,"Pinus radiata","Pinus radiata","","","","MONTEREY PINE Pinus radiata",1.0,"Pinus radiata D. Don","http://eol.org/pages/1061749/overview","Monterey Pine - Pinus radiata D. Don - Overview - Encyclopedia of Life"
221,"",0.0,0.0,"",28200.0,"https://selectree.calpoly.edu/tree-detail/pinus-thunbergii","Pinus thunbergii","False",0.0,"Pinus thunbergii","Pinus thunbergii","","","","Pinus thunbergii",1.0,"Pinus thunbergii","http://eol.org/pages/1033637/overview","Thunberg Pine - Pinus thunbergii - Overview - Encyclopedia of Life"
222,"",0.0,0.0,"",28201.0,"https://selectree.calpoly.edu/tree-detail/Pinus-torreyana","Pinus torreyana","True",0.0,"Pinus torreyana","Pinus torreyana","","","","Pinus torreyana",1.0,"Pinus torreyana","http://eol.org/pages/1059927/overview","Torrey Pine - Pinus torreyana - Overview - Encyclopedia of Life"
223,"",1.0,0.0,"",28310.0,"https://selectree.calpoly.edu/tree-detail/pistacia-chinensis","Pistacia chinensis","False",0.0,"Pistacia chinensis","Pistacia chinensis","","","","CHINESE PISTACHE Pistacia chinensis",1.0,"Pistacia lentiscus","http://eol.org/pages/595291/overview","Mastic Tree - Pistacia lentiscus - Overview - Encyclopedia of Life"
224,"spring",0.0,1.0,"",28334.0,"https://selectree.calpoly.edu/tree-detail/pittosporum-crassifolium","Pittosporum crassifolium","False",0.0,"Pittosporum crassifolium","Pittosporum crassifolium","","","","Pittosporum crassifolium",1.0,"Pittosporum argentifolium","http://eol.org/pages/583392/overview","Hawai'i Poisonberry Tree - Pittosporum argentifolium - Overview ..."
225,"spring",0.0,1.0,"",28347.0,"https://selectree.calpoly.edu/tree-detail/pittosporum-tenuifolium","Pittosporum tenuifolium","False",0.0,"Pittosporum tenuifolium","Pittosporum tenuifolium","","","","Pittosporum tenuifolium",1.0,"","",""
226,"spring",0.0,1.0,"",28349.0,"https://selectree.calpoly.edu/tree-detail/pittosporum-tobira","Pittosporum tobira","False",0.0,"Pittosporum tobira","Pittosporum tobira","","","","Pittosporum tobira",1.0,"Pittosporum tobira","http://eol.org/pages/583390/overview","Japanese Cheesewood - Pittosporum tobira - Overview ..."
227,"spring",0.0,1.0,"",28350.0,"https://selectree.calpoly.edu/tree-detail/pittosporum-undulatum","Pittosporum undulatum","False",0.0,"Pittosporum undulatum","Pittosporum undulatum","","","","Pittosporum undulatum",1.0,"","",""
228,"",0.0,0.0,"fall",28871.0,"https://selectree.calpoly.edu/tree-detail/podocarpus-macrophyllus","Podocarpus macrophyllus","False",1.0,"Podocarpus macrophyllus","Podocarpus macrophyllus","","","","Podocarpus macrophyllus",0.0,"","",""
229,"",1.0,0.0,"",29312.0,"https://selectree.calpoly.edu/tree-detail/populus-%C3%97-canadensis","Populus canadensis","False",0.0,"Populus canadensis","Populus xcanadensis","","","","Populus × canadensis",1.0,"Populus canadensis","http://eol.org/pages/584259/overview","Hybrid Black Poplar - Populus canadensis - Overview ..."
230,"spring, winter",1.0,1.0,"",29792.0,"https://selectree.calpoly.edu/tree-detail/prunus-cerasifera","Prunus cerasifera","False",0.0,"Prunus cerasifera","Prunus cerasifera","","","","Prunus cerasifera",1.0,"","",""
231,"spring",0.0,1.0,"fall",29795.0,"https://selectree.calpoly.edu/tree-detail/prunus-dulcis","","False",1.0,"Prunus dulcis","Prunus dulcis","","","","Prunus dulcis",0.0,"","",""
232,"spring",0.0,1.0,"summer",29806.0,"https://selectree.calpoly.edu/tree-detail/prunus-ilicifolia","Prunus ilicifoia","True",1.0,"Prunus ilicifolia","Prunus ilicifolia","","","","Prunus ilicifolia",1.0,"Prunus ilicifolia","http://eol.org/pages/301169/overview","Holly-leaved Cherry - Prunus ilicifolia - Overview - Encyclopedia of Life"
233,"spring, summer",0.0,1.0,"",29809.0,"https://selectree.calpoly.edu/tree-detail/prunus-lusitanica","","False",0.0,"Prunus lusitanica","Prunus lusitanica","","","","Prunus lusitanica",1.0,"Prunus lusitanica","http://eol.org/pages/640257/overview","Portugal Laurel - Prunus lusitanica - Overview - Encyclopedia of Life"
234,"spring, summer",1.0,1.0,"",29835.0,"https://selectree.calpoly.edu/tree-detail/prunus-serrulata","Prunus serrulata","False",0.0,"Prunus serrulata","Prunus serrulata","","","","Prunus serrulata",1.0,"Prunus serrulata","http://eol.org/pages/632451/overview","Japanese Flowering Cherry - Prunus serrulata - Overview ..."
235,"",0.0,0.0,"",30012.0,"https://selectree.calpoly.edu/tree-detail/Pseudotsuga-menziesii","Pseudotsuga menziesii","True",0.0,"Pseudotsuga menziesii","Pseudotsuga menziesii","","","","Pseudotsuga menziesii",1.0,"Pseudotsuga menziesii var. glauca","http://eol.org/pages/1281933/overview","Inland Douglas-fir - Pseudotsuga menziesii var. glauca - Overview ..."
236,"spring, winter",1.0,1.0,"",30503.0,"https://selectree.calpoly.edu/tree-detail/pyrus-calleryana","Pyrus calleryana","False",0.0,"Pyrus calleryana","Pyrus calleryana","","","","FLOWERING ORNAMENTAL PEAR Pyrus calleryana",1.0,"Pyrus calleryana","http://eol.org/pages/299081/overview","Callery Pear - Pyrus calleryana - Overview - Encyclopedia of Life"
237,"",0.0,0.0,"",30532.0,"https://selectree.calpoly.edu/tree-detail/quercus-agrifolia","Quercus agrifolia","True",0.0,"Quercus agrifolia","Quercus agrifolia","","","","Quercus agrifolia",1.0,"Quercus agrifolia","http://eol.org/pages/1151806/overview","Coast Live Oak - Quercus agrifolia - Overview - Encyclopedia of Life"
238,"",1.0,0.0,"",30568.0,"https://selectree.calpoly.edu/tree-detail/quercus-coccinea","Quercus coccinea","False",0.0,"Quercus coccinea","Quercus coccinea","","","","Quercus coccinea",1.0,"Quercus coccinea","http://eol.org/pages/1151697/overview","Scarlet Oak - Quercus coccinea - Overview - Encyclopedia of Life"
239,"",1.0,0.0,"",30580.0,"https://selectree.calpoly.edu/tree-detail/Quercus-douglasii","Quercus douglasii","True",0.0,"Quercus douglasii","Quercus douglasii","","","","Quercus douglasii",1.0,"Quercus douglasii","http://eol.org/pages/1151649/overview","Blue Oak - Quercus douglasii - Overview - Encyclopedia of Life"
240,"",0.0,0.0,"",30620.0,"https://selectree.calpoly.edu/tree-detail/quercus-ilex","Quercus ilex","False",0.0,"Quercus ilex","Quercus ilex","","","","Quercus ilex",1.0,"Quercus ilex","http://eol.org/pages/1151536/overview","Holm Oak - Quercus ilex - Overview - Encyclopedia of Life"
241,"",1.0,0.0,"",30634.0,"https://selectree.calpoly.edu/tree-detail/Quercus-kelloggii","Quercus keloggii","True",0.0,"Quercus kelloggii","Quercus kelloggii",52.0,"https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSNjqXZUsR-7aVOOktz7rtX94PpM05QF0nvPuF25DiOzl-nzwd69lsHpA",180.0,"Quercus kelloggii",1.0,"Quercus kelloggii","http://eol.org/pages/1151511/overview","California Black Oak - Quercus kelloggii - Overview - Encyclopedia ..."
242,"",1.0,0.0,"",30639.0,"https://selectree.calpoly.edu/tree-detail/quercus-lobata","Quercus lobata","True",0.0,"Quercus lobata","Quercus lobata","","","","Quercus lobata",1.0,"Quercus lobata","http://eol.org/pages/1151479/overview","Valley Oak - Quercus lobata - Overview - Encyclopedia of Life"
243,"",1.0,0.0,"",30691.0,"https://selectree.calpoly.edu/tree-detail/quercus-rubra","Quercus rubra","False",0.0,"Quercus rubra","Quercus rubra","","","","RED OAK Quercus rubra",1.0,"Quercus rubra","http://eol.org/pages/1151317/overview","Northern Red Oak - Quercus rubra - Overview - Encyclopedia of Life"
244,"",0.0,0.0,"",30710.0,"https://selectree.calpoly.edu/tree-detail/quercus-suber","Quercus suber","False",0.0,"Quercus suber","Quercus suber","","","","CORK OAK Quercus suber",1.0,"Quercus suber","http://eol.org/pages/1151259/overview","Cork Oak - Quercus suber - Overview - Encyclopedia of Life"
245,"",0.0,0.0,"",30736.0,"https://selectree.calpoly.edu/tree-detail/quillaja-saponaria","Quillaja saponaria","False",0.0,"Quillaja saponaria","Quillaja saponaria","","","","Soapbark Tree Quillaja saponaria",0.0,"","",""
246,"",0.0,0.0,"",31070.0,"https://selectree.calpoly.edu/tree-detail/rhamnus-alaternus","Rhamnus alaternus","False",0.0,"Rhamnus alaternus","Rhamnus alaternus","","","","ITALIAN BUCKTHORN Rhamnus alaternus",1.0,"Rhamnus alaternus","http://eol.org/pages/5533509/overview","Mediterranean Buckthorn - Rhamnus alaternus - Overview ..."
247,"",0.0,0.0,"",31267.0,"https://selectree.calpoly.edu/tree-detail/rhus-lancea","Rhus lancea","False",0.0,"Rhus lancea","Rhus lancea","","","","Rhus lancea",1.0,"","",""
248,"spring, summer",1.0,1.0,"",31653.0,"https://selectree.calpoly.edu/tree-detail/robinia-pseudoacacia","Robinia pseudoacacia","False",0.0,"Robinia pseudoacacia","Robinia pseudoacacia","","","","Robinia pseudoacacia",1.0,"Robinia pseudoacacia","http://eol.org/pages/39831306/overview","Robinia pseudoacacia witches'-broom phytoplasma - Overview ..."
249,"",0.0,0.0,"",32506.0,"https://selectree.calpoly.edu/tree-detail/salix-blanda","","False",0.0,"Salix pendulina","Salix xpendulina","","","","Salix blanda",1.0,"","",""
250,"summer",0.0,1.0,"",32697.0,"https://selectree.calpoly.edu/tree-detail/sambucus-nigra-cerulea","","False",0.0,"Sambucus nigra","Sambucus nigra","","","","Sambucus nigra subsp. cerulea",1.0,"Sambucus nigra","http://eol.org/pages/1278434/overview","Canadian Elder - Sambucus nigra subsp. canadensis - Overview ..."
251,"",0.0,0.0,"",33109.0,"https://selectree.calpoly.edu/tree-detail/schinus-molle","Schinus molle","False",0.0,"Schinus molle","Schinus molle","","","","Schinus molle",1.0,"Schinus molle","http://eol.org/pages/582275/overview","Peruvian Peppertree - Schinus molle - Overview - Encyclopedia of Life"
252,"",0.0,0.0,"",33111.0,"https://selectree.calpoly.edu/tree-detail/schinus-terebinthifolius","Schinus terebinthifolius","False",0.0,"Schinus terebinthifolius","Schinus terebinthifolius","","","","Schinus terebinthifolius",0.0,"Schinus terebinthifolius","http://eol.org/pages/582274/overview","Brazilian Pepper Tree - Schinus terebinthifolius - Overview ..."
253,"",0.0,0.0,"",33812.0,"https://selectree.calpoly.edu/tree-detail/sequoia-sempervirens","Sequoia sempervirens","True",0.0,"Sequoia sempervirens","Sequoia sempervirens","","","","Sequoia sempervirens",1.0,"Sequoia sempervirens","http://eol.org/pages/1034849/overview","Coast Redwood - Sequoia sempervirens (D. Don) Endl. - Overview ..."
254,"",0.0,0.0,"",33814.0,"https://selectree.calpoly.edu/tree-detail/Sequoiadendron-giganteum","Sequoiadendron giganteum","True",0.0,"Sequoiadendron giganteum","Sequoiadendron giganteum","","","","Sequoiadendron giganteum",1.0,"Sequoiadendron giganteum","http://eol.org/pages/323361/overview","Giant Sequoia - Sequoiadendron giganteum - Overview ..."
255,"summer",1.0,1.0,"",35533.0,"https://selectree.calpoly.edu/tree-detail/sophora-japonica","","False",0.0,"Styphnolobium japonicum","Styphnolobium japonicum",201.0,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQmHTcUvvGv1FNlbCfpl9R9uvhpTSq66CwUMGvIVJE3iiBIy8KzX-0BSEGE",251.0,"JAPANESE PAGODA TREE Sophora japonica",0.0,"Styphnolobium japonicum","http://eol.org/pages/702857/overview","Scholar-tree - Styphnolobium japonicum - Overview - Encyclopedia ..."
256,"spring, summer, fall, winter",0.0,1.0,"",35592.0,"https://selectree.calpoly.edu/tree-detail/syagrus-romanzoffiana","","False",0.0,"Syagrus romanzoffiana","Syagrus romanzoffiana","","","","QUEEN PALM Syagrus romanzoffiana",0.0,"","",""
257,"spring",0.0,1.0,"",35787.0,"https://selectree.calpoly.edu/tree-detail/syzygium-australe","Syzygium paniculatum","False",0.0,"Syzygium paniculatum","Syzygium paniculatum","","","","Brush Cherry Syzygium australe",0.0,"Syzygium paniculatum","http://eol.org/pages/2508667/overview","Australian Water Pear - Syzygium paniculatum - Overview ..."
258,"",1.0,0.0,"",35907.0,"https://selectree.calpoly.edu/tree-detail/taxodium-distichum","","False",0.0,"Taxodium distichum","Taxodium distichum","","","","Taxodium distichum",0.0,"Taxodium distichum","http://eol.org/pages/2496844/overview","Pond Cypress - Taxodium distichum var. imbricarium - Overview ..."
259,"",0.0,0.0,"",35910.0,"https://selectree.calpoly.edu/tree-detail/taxus-baccata","Taxus baccata","False",0.0,"Taxus baccata","Taxus baccata","","","","Taxus baccata",0.0,"","",""
260,"spring, summer, fall, winter",0.0,1.0,"",36543.0,"https://selectree.calpoly.edu/tree-detail/tibouchina-urvilleana","Tibochina urvilleana","False",0.0,"Tibouchina urvilleana","Tibouchina urvilleana","","","","PRINCESS FLOWER Tibouchina urvilleana",0.0,"Tibouchina urvilleana","http://eol.org/pages/486442/overview","Princessflower - Tibouchina urvilleana - Overview - Encyclopedia of ..."
261,"summer",1.0,1.0,"",36557.0,"https://selectree.calpoly.edu/tree-detail/tilia-cordata","Tilia cordata","False",0.0,"Tilia cordata","Tilia cordata","","","","Tilia cordata",1.0,"Tilia cordata","http://eol.org/pages/42019637/overview","Tilia cordata var. major - Overview - Encyclopedia of Life"
262,"",0.0,0.0,"",36797.0,"https://selectree.calpoly.edu/tree-detail/trachycarpus-fortunei","Trachycarpus fortunei","False",0.0,"Trachycarpus fortunei","Trachycarpus fortunei","","","","WINDMILL PALM Trachycarpus fortunei",0.0,"Trachycarpus fortunei","http://eol.org/pages/1128696/overview","Chusan Palm - Trachycarpus fortunei - Overview - Encyclopedia of Life"
263,"",1.0,0.0,"",36938.0,"https://selectree.calpoly.edu/tree-detail/triadica-sebifera","","False",0.0,"Triadica sebifera","Triadica sebifera","","","","CHINESE TALLOW TREE Triadica sebifera",0.0,"Triadica sebifera","http://eol.org/pages/1149652/overview","Chinese Tallow - Triadica sebifera - Overview - Encyclopedia of Life"
264,"",0.0,0.0,"",37616.0,"https://selectree.calpoly.edu/tree-detail/ulmus-americana","Ulmus americana","False",0.0,"Ulmus americana","Ulmus americana","","","","Ulmus americana",1.0,"Ulmus americana","http://eol.org/pages/594928/overview","American Elm - Ulmus americana - Overview - Encyclopedia of Life"
265,"",0.0,0.0,"",37622.0,"https://selectree.calpoly.edu/tree-detail/ulmus-parvifolia","Ulmus parvifolia","False",0.0,"Ulmus parvifolia","Ulmus parvifolia","","","","Ulmus parvifolia",0.0,"Ulmus parvifolia","http://eol.org/pages/595062/overview","Chinese Elm - Ulmus parvifolia - Overview - Encyclopedia of Life"
266,"",1.0,0.0,"",37625.0,"https://selectree.calpoly.edu/tree-detail/ulmus-pumila","Ulmus pumila","False",0.0,"Ulmus pumila","Ulmus pumila","","","","Ulmus pumila",0.0,"Ulmus pumila","http://eol.org/pages/594950/overview","Chinese Elm - Ulmus pumila - Overview - Encyclopedia of Life"
267,"spring",0.0,1.0,"",37642.0,"https://selectree.calpoly.edu/tree-detail/Umbellularia-californica","Umbellularia californica","True",0.0,"Umbellularia californica","Umbellularia californica","","","","CALIFORNIA LAUREL Umbellularia californica",0.0,"Umbellularia californica","http://eol.org/pages/596841/overview","California Bay Laurel - Umbellularia californica - Overview ..."
